ID,CommonName,ScientificName,LENGTH_cm,SEX,TAG_TYPE,TAG_DATE,TAG_LAT,TAG_LONG,DAYS@LIBERTY,FINAL_LAT,FINAL_LONG,CAPTURE (Y/N),REGION
S830,Salmon shark,Lamna ditropis,,U,PSAT,12/11/2004,59.75,-147.71,249,43.48,-127.1,,PAC_NE
S831,Salmon shark,Lamna ditropis,,U,PSAT,17/09/2004,60.38,-146.87,1293,36.65,-157.75,,PAC_NE
S832,Salmon shark,Lamna ditropis,,U,PSAT,20/09/2004,60.26,-146.81,967,49.18,-134.06,,PAC_NE
S833,Salmon shark,Lamna ditropis,,U,PSAT,24/08/2005,59.97,-146.26,351,60.65,-146.33,,PAC_NE
S834,Salmon shark,Lamna ditropis,,U,PSAT,02/11/2005,58.67,-151.13,914,33.96,-128.6,,PAC_NE
S835,Salmon shark,Lamna ditropis,,U,PSAT,24/08/2005,60.24,-146.12,480,35.22,-120.98,,PAC_NE
S836,Salmon shark,Lamna ditropis,,U,PSAT,22/08/2005,60.57,-146.52,590,38.36,-138.6,,PAC_NE
S837,Salmon shark,Lamna ditropis,,U,PSAT,22/08/2005,60.73,-146.06,211,41.46,-130.51,,PAC_NE
S838,Salmon shark,Lamna ditropis,,U,PSAT,23/09/2005,60.57,-146.41,550,31.21,-127.69,,PAC_NE
S839,Salmon shark,Lamna ditropis,,U,PSAT,23/08/2006,60.58,-145.75,753,59.8,-146.11,,PAC_NE
S840,Salmon shark,Lamna ditropis,,U,PSAT,28/10/2008,60.77,-146.12,314,60.68,-145.73,,PAC_NE
S841,Salmon shark,Lamna ditropis,,U,PSAT,26/08/2006,60.63,-146.52,547,33.34,-152.87,,PAC_NE
S842,Salmon shark,Lamna ditropis,,U,PSAT,26/08/2006,61.08,-145.8,43,50.03,-133.68,,PAC_NE
S843,Salmon shark,Lamna ditropis,,U,PSAT,22/08/2006,60.82,-146.17,236,30.81,-118.65,,PAC_NE
S844,Salmon shark,Lamna ditropis,,U,PSAT,23/08/2006,60.72,-146.1,277,43.16,-143.7,,PAC_NE
S845,Salmon shark,Lamna ditropis,,U,PSAT,24/08/2006,60.73,-146.13,300,36.18,-124.3,,PAC_NE
S846,Salmon shark,Lamna ditropis,,U,PSAT,24/08/2006,60.76,-146.02,313,38.28,-123.42,,PAC_NE
S847,Salmon shark,Lamna ditropis,,U,PSAT,20/09/2006,60.64,-146.05,593,34.87,-135.51,,PAC_NE
S848,Salmon shark,Lamna ditropis,,U,PSAT,27/08/2006,60.55,-146.12,25,45.98,-131.27,,PAC_NE
S849,Salmon shark,Lamna ditropis,,U,PSAT,29/09/2006,59.24,-144.04,189,33.86,-146.16,,PAC_NE
S850,Salmon shark,Lamna ditropis,,U,PSAT,13/10/2006,58.17,-153.36,288,36.74,-126.44,,PAC_NE
S851,Salmon shark,Lamna ditropis,,U,PSAT,26/08/2006,60.73,-146.04,51,47.69,-129.63,,PAC_NE
S852,Salmon shark,Lamna ditropis,,U,PSAT,22/08/2007,60.68,-146.23,744,43.95,-125.09,,PAC_NE
S853,Salmon shark,Lamna ditropis,,U,PSAT,23/08/2007,60.74,-146.04,18,60.85,-146.01,,PAC_NE
S854,Salmon shark,Lamna ditropis,,U,PSAT,23/08/2007,60.76,-146.29,623,60.19,-147.47,,PAC_NE
S855,Salmon shark,Lamna ditropis,,U,PSAT,24/08/2007,60.73,-146.09,644,45.37,-127.81,,PAC_NE
S856,Salmon shark,Lamna ditropis,,U,PSAT,23/08/2007,60.69,-146.19,270,61.1,-147.89,,PAC_NE
S857,Salmon shark,Lamna ditropis,,U,PSAT,06/09/2007,60.6,-145.87,16,60.6,-146.12,,PAC_NE
S858,Salmon shark,Lamna ditropis,,U,SPOT,13/01/2003,60.79,-146.69,8,60.5,-147.64,,PAC_NE
S859,Salmon shark,Lamna ditropis,,U,SPOT,15/09/2002,60.49,-147,10,59.71,-148.53,,PAC_NE
S860,Salmon shark,Lamna ditropis,232,U,SPOT,03/09/2002,60.71,-146.14,309,60.7,-146.17,,PAC_NE
S861,Salmon shark,Lamna ditropis,236,U,SPOT,05/09/2002,60.57,-146.83,435,49.41,-127.12,,PAC_NE
S862,Salmon shark,Lamna ditropis,214,U,SPOT,15/07/2002,60.58,-146.44,249,29.06,-129.29,,PAC_NE
S863,Salmon shark,Lamna ditropis,219,U,SPOT,21/04/2003,59.85,-149.07,1059,29.87,-136.09,,PAC_NE
S864,Salmon shark,Lamna ditropis,230,U,SPOT,11/09/2002,59.83,-147.54,163,28.99,-145.81,,PAC_NE
S865,Salmon shark,Lamna ditropis,236,U,SPOT,05/09/2002,60.77,-147.04,590,41.52,-159.44,,PAC_NE
S866,Salmon shark,Lamna ditropis,225,U,SPOT,18/07/2002,60.55,-146.38,180,26.63,-129.19,,PAC_NE
S867,Salmon shark,Lamna ditropis,244,U,SPOT,07/09/2002,59.43,-149.55,568,33.17,-143.56,,PAC_NE
S868,Salmon shark,Lamna ditropis,226,U,SPOT,16/07/2002,60.66,-146.28,337,44.05,-133.25,,PAC_NE
S869,Salmon shark,Lamna ditropis,,U,SPOT,03/11/2003,58.8,-152.02,283,60.87,-146.09,,PAC_NE
S870,Salmon shark,Lamna ditropis,236,U,SPOT,07/09/2003,59.8,-146.41,838,45.18,-135.08,,PAC_NE
S871,Salmon shark,Lamna ditropis,231,U,SPOT,14/09/2003,60.74,-146.09,323,42.71,-128.3,,PAC_NE
S872,Salmon shark,Lamna ditropis,,U,SPOT,18/08/2003,59.88,-146.88,54,39.67,-130.28,,PAC_NE
S873,Salmon shark,Lamna ditropis,226,U,SPOT,19/08/2003,60.65,-146.41,617,50.95,-143.32,,PAC_NE
S874,Salmon shark,Lamna ditropis,247,U,SPOT,21/08/2003,60.16,-146.38,96,45,-133.28,,PAC_NE
S875,Salmon shark,Lamna ditropis,223,U,SPOT,18/08/2003,60.6,-146.35,292,60.71,-146.18,,PAC_NE
S876,Salmon shark,Lamna ditropis,247,U,SPOT,25/08/2003,60.06,-146.06,25,49.93,-132.9,,PAC_NE
S877,Salmon shark,Lamna ditropis,235,U,SPOT,19/08/2003,60.7,-146.17,67,44.95,-127.06,,PAC_NE
S878,Salmon shark,Lamna ditropis,237,U,SPOT,11/09/2003,60.38,-146.74,295,47.58,-158.02,,PAC_NE
S879,Salmon shark,Lamna ditropis,234,U,SPOT,21/08/2003,60.37,-146.81,931,33.25,-138.17,,PAC_NE
S880,Salmon shark,Lamna ditropis,,U,SPOT,09/01/2005,57.9,-154.12,5,57.42,-156.31,,PAC_NE
S881,Salmon shark,Lamna ditropis,,U,SPOT,12/03/2005,30.18,-134.64,12,30.47,-133.68,,PAC_NE
S882,Salmon shark,Lamna ditropis,,U,SPOT,10/01/2005,34.18,-123.34,12,33.33,-123.35,,PAC_NE
S883,Salmon shark,Lamna ditropis,,U,SPOT,10/04/2005,42.45,-124.75,11,40.37,-124.94,,PAC_NE
S884,Salmon shark,Lamna ditropis,,U,SPOT,12/04/2005,33.96,-120.81,12,32.22,-119.94,,PAC_NE
S885,Salmon shark,Lamna ditropis,,U,SPOT,20/05/2004,59.6,-144.65,11,60.13,-146.49,,PAC_NE
S886,Salmon shark,Lamna ditropis,,U,SPOT,02/03/2005,59.11,-152.61,11,57.28,-155.39,,PAC_NE
S887,Salmon shark,Lamna ditropis,,U,SPOT,11/11/2004,57.99,-152.06,14,58.8,-152.98,,PAC_NE
S888,Salmon shark,Lamna ditropis,,U,SPOT,20/02/2004,31.53,-142.76,10,31.44,-143.62,,PAC_NE
S889,Salmon shark,Lamna ditropis,,U,SPOT,08/01/2005,45.63,-164.4,15,46,-164.73,,PAC_NE
S890,Salmon shark,Lamna ditropis,,U,SPOT,09/01/2005,57.18,-152.8,5,56.78,-153.83,,PAC_NE
S891,Salmon shark,Lamna ditropis,,U,SPOT,26/08/2006,60.72,-146.11,49,47.63,-130.34,,PAC_NE
S892,Salmon shark,Lamna ditropis,242,U,SPOT,12/07/2004,60.68,-146.25,786,57.67,-153.68,,PAC_NE
S893,Salmon shark,Lamna ditropis,233,U,SPOT,13/07/2004,60.72,-146.18,383,43.78,-129.23,,PAC_NE
S894,Salmon shark,Lamna ditropis,242,U,SPOT,11/01/2005,59.18,-147.04,70,43.25,-145.48,,PAC_NE
S895,Salmon shark,Lamna ditropis,234,U,SPOT,18/07/2004,60.66,-146.24,33,49.79,-134.48,,PAC_NE
S896,Salmon shark,Lamna ditropis,247,U,SPOT,03/08/2004,60.79,-146.13,34,50.34,-133.03,,PAC_NE
S897,Salmon shark,Lamna ditropis,229,U,SPOT,14/07/2004,60.73,-146.18,35,49.61,-132.86,,PAC_NE
S898,Salmon shark,Lamna ditropis,239,U,SPOT,04/09/2004,60.41,-146.77,918,40.81,-149.58,,PAC_NE
S899,Salmon shark,Lamna ditropis,232,U,SPOT,15/08/2004,59.97,-147.26,266,60.61,-146.08,,PAC_NE
S900,Salmon shark,Lamna ditropis,230,U,SPOT,07/08/2004,60.43,-147.57,746,37.31,-130.94,,PAC_NE
S901,Salmon shark,Lamna ditropis,252,U,SPOT,04/08/2004,60.74,-146.1,262,43.76,-135.6,,PAC_NE
S902,Salmon shark,Lamna ditropis,248,U,SPOT,17/08/2004,60.49,-146.59,384,28.64,-146.42,,PAC_NE
S903,Salmon shark,Lamna ditropis,216,U,SPOT,27/08/2005,60.02,-147.15,6,56.84,-148.09,,PAC_NE
S904,Salmon shark,Lamna ditropis,238,U,SPOT,23/08/2005,60.73,-146.1,91,41.05,-128.77,,PAC_NE
S905,Salmon shark,Lamna ditropis,,U,SPOT,13/10/2006,57.98,-153.57,287,36.89,-126.28,,PAC_NE
S906,Salmon shark,Lamna ditropis,,U,SPOT,23/04/2006,37.86,-123.38,8,36.23,-122.96,,PAC_NE
S907,Salmon shark,Lamna ditropis,,U,SPOT,22/05/2006,60.72,-147.53,9,60.65,-147.37,,PAC_NE
S908,Salmon shark,Lamna ditropis,,U,SPOT,26/08/2005,60.66,-146.38,12,60.63,-147.6,,PAC_NE
S909,Salmon shark,Lamna ditropis,,U,SPOT,06/08/2006,60.66,-146.32,9,60.49,-147.84,,PAC_NE
S910,Salmon shark,Lamna ditropis,218,U,SPOT,22/08/2005,60.74,-146.12,549,37.44,-126.57,,PAC_NE
S911,Salmon shark,Lamna ditropis,216,U,SPOT,03/10/2005,56.29,-144.4,76,36.9,-122.26,,PAC_NE
S912,Salmon shark,Lamna ditropis,216,U,SPOT,22/08/2005,60.87,-146.24,762,51,-139.05,,PAC_NE
S913,Salmon shark,Lamna ditropis,228,U,SPOT,22/08/2005,60.74,-146.14,469,31.43,-117.2,,PAC_NE
S914,Salmon shark,Lamna ditropis,226,U,SPOT,24/08/2005,60.17,-146.33,479,35.18,-120.94,,PAC_NE
S915,Salmon shark,Lamna ditropis,209,U,SPOT,02/11/2005,58.76,-151.09,913,34.16,-128.69,,PAC_NE
S916,Salmon shark,Lamna ditropis,220,U,SPOT,22/08/2005,60.73,-146.09,726,52.68,-129.71,,PAC_NE
S917,Salmon shark,Lamna ditropis,208,U,SPOT,27/08/2005,60.13,-146.35,40,56.82,-137.23,,PAC_NE
S918,Salmon shark,Lamna ditropis,209,U,SPOT,31/08/2005,58.6,-143.12,425,48.77,-126.97,,PAC_NE
S919,Salmon shark,Lamna ditropis,230,U,SPOT,23/08/2005,60.73,-146.14,29,52.46,-131.88,,PAC_NE
S920,Salmon shark,Lamna ditropis,229,U,SPOT,22/08/2005,60.13,-145.79,589,38.39,-138.65,,PAC_NE
S921,Salmon shark,Lamna ditropis,227,U,SPOT,23/09/2005,60.66,-146.36,545,35.67,-122.16,,PAC_NE
S922,Salmon shark,Lamna ditropis,227,U,SPOT,26/08/2005,59.99,-146.69,758,58.48,-138.51,,PAC_NE
S923,Salmon shark,Lamna ditropis,226,U,SPOT,22/08/2005,60.72,-146.12,26,54.16,-139.36,,PAC_NE
S924,Salmon shark,Lamna ditropis,219,U,SPOT,28/08/2005,60.73,-146.1,14,58.11,-145.49,,PAC_NE
S925,Salmon shark,Lamna ditropis,239,U,SPOT,27/09/2005,60.48,-146.82,1344,59.97,-147.91,,PAC_NE
S926,Salmon shark,Lamna ditropis,223,U,SPOT,23/08/2005,60.83,-146.27,315,42.23,-128.23,,PAC_NE
S927,Salmon shark,Lamna ditropis,227,U,SPOT,25/08/2005,60.73,-146.07,399,60.38,-146.96,,PAC_NE
S928,Salmon shark,Lamna ditropis,230,U,SPOT,31/08/2005,60.18,-146.57,445,49.69,-152.19,,PAC_NE
S929,Salmon shark,Lamna ditropis,,U,SPOT,24/08/2006,60.72,-146.13,312,38.29,-123.41,,PAC_NE
S930,Salmon shark,Lamna ditropis,,U,SPOT,22/09/2006,60.51,-146.97,590,34.02,-134.37,,PAC_NE
S931,Salmon shark,Lamna ditropis,,U,SPOT,27/08/2006,60.54,-146.15,24,45.99,-131.8,,PAC_NE
S932,Salmon shark,Lamna ditropis,,U,SPOT,30/08/2006,60.52,-146.73,239,36.19,-131.87,,PAC_NE
S933,Salmon shark,Lamna ditropis,,U,SPOT,04/09/2006,59.71,-144.11,62,42.12,-130.86,,PAC_NE
S934,Salmon shark,Lamna ditropis,,U,SPOT,27/08/2006,58.26,-140.5,58,58.93,-139.27,,PAC_NE
S935,Salmon shark,Lamna ditropis,,U,SPOT,20/04/2007,30.59,-118.14,8,28.76,-117.58,,PAC_NE
S936,Salmon shark,Lamna ditropis,,U,SPOT,24/04/2007,30.72,-118.58,5,30.55,-118.23,,PAC_NE
S937,Salmon shark,Lamna ditropis,,U,SPOT,25/09/2006,56.96,-137.68,14,58.25,-138.24,,PAC_NE
S938,Salmon shark,Lamna ditropis,,U,SPOT,19/05/2007,46.32,-137.52,10,47.62,-135.94,,PAC_NE
S939,Salmon shark,Lamna ditropis,,U,SPOT,30/08/2006,60.7,-146.17,11,60.65,-146.56,,PAC_NE
S940,Salmon shark,Lamna ditropis,,U,SPOT,21/02/2007,43.36,-144.27,13,43.09,-141.42,,PAC_NE
S941,Salmon shark,Lamna ditropis,,U,SPOT,30/08/2006,60.71,-146.18,8,60.75,-146.76,,PAC_NE
S942,Salmon shark,Lamna ditropis,,U,SPOT,08/09/2007,60.7,-146.19,2,60.7,-146.4,,PAC_NE
S943,Salmon shark,Lamna ditropis,,U,SPOT,21/09/2007,60.73,-146.12,11,60.49,-147.43,,PAC_NE
S944,Salmon shark,Lamna ditropis,,U,SPOT,21/08/2006,60.45,-146.09,44,47.38,-130.13,,PAC_NE
S945,Salmon shark,Lamna ditropis,,U,SPOT,28/08/2006,57.57,-143.98,271,43.43,-144.16,,PAC_NE
S946,Salmon shark,Lamna ditropis,,U,SPOT,23/08/2006,60.59,-145.76,750,60.33,-146.84,,PAC_NE
S947,Salmon shark,Lamna ditropis,,U,SPOT,21/08/2006,60.72,-146.11,10,58.4,-144.86,,PAC_NE
S948,Salmon shark,Lamna ditropis,,U,SPOT,23/08/2006,60.72,-146.1,58,56.74,-150.69,,PAC_NE
S949,Salmon shark,Lamna ditropis,,U,SPOT,22/08/2006,60.71,-146.1,12,59.35,-144.92,,PAC_NE
S950,Salmon shark,Lamna ditropis,,U,SPOT,24/08/2006,60.7,-146.17,99,22.95,-127.43,,PAC_NE
S951,Salmon shark,Lamna ditropis,,U,SPOT,21/08/2006,60.73,-146.09,8,57.64,-144.13,,PAC_NE
S952,Salmon shark,Lamna ditropis,,U,SPOT,24/08/2006,60.53,-146.29,100,42.73,-128.89,,PAC_NE
S953,Salmon shark,Lamna ditropis,,U,SPOT,21/08/2006,60.71,-146.13,94,36.59,-124.83,,PAC_NE
S954,Salmon shark,Lamna ditropis,,U,SPOT,27/08/2006,60.66,-145.89,99,36.71,-138.01,,PAC_NE
S955,Salmon shark,Lamna ditropis,,U,SPOT,26/08/2007,60.73,-146.09,38,49.44,-132.08,,PAC_NE
S956,Salmon shark,Lamna ditropis,,U,SPOT,06/09/2007,60.86,-146.22,15,60.66,-146.14,,PAC_NE
S957,Salmon shark,Lamna ditropis,,U,SPOT,23/08/2007,60.73,-146.11,259,43.7,-146.3,,PAC_NE
S958,Salmon shark,Lamna ditropis,,U,SPOT,01/09/2007,60.73,-146.08,683,60.72,-146.12,,PAC_NE
S959,Salmon shark,Lamna ditropis,,U,SPOT,23/08/2007,60.73,-146.09,460,38.6,-125.47,,PAC_NE
S960,Salmon shark,Lamna ditropis,,U,SPOT,24/08/2007,60.73,-146.08,1113,60.43,-151.73,,PAC_NE
S961,Salmon shark,Lamna ditropis,,U,SPOT,24/08/2007,60.74,-146.08,415,40.7,-124.89,,PAC_NE
S962,Salmon shark,Lamna ditropis,,U,SPOT,23/08/2007,60.73,-146.1,263,61,-147.45,,PAC_NE
S963,Salmon shark,Lamna ditropis,,U,SPOT,25/08/2007,60.73,-146.09,534,42.8,-148.41,,PAC_NE
S964,Salmon shark,Lamna ditropis,,U,SPOT,22/08/2007,60.72,-146.09,991,60.55,-147.38,,PAC_NE
S965,Salmon shark,Lamna ditropis,,U,SPOT,19/08/2007,60.72,-146.12,8,60.04,-146.31,,PAC_NE
S966,Salmon shark,Lamna ditropis,,U,SPOT,19/08/2007,60.72,-146.13,303,60.17,-146.62,,PAC_NE
S967,Salmon shark,Lamna ditropis,,U,SPOT,05/12/2007,60.82,-147.22,11,60.4,-147.87,,PAC_NE
S968,Salmon shark,Lamna ditropis,,U,SPOT,17/12/2007,53.87,-160.94,9,53,-166.18,,PAC_NE
S969,Salmon shark,Lamna ditropis,,U,SPOT,19/05/2008,35.59,-121.2,7,34.98,-120.65,,PAC_NE
S970,Salmon shark,Lamna ditropis,,U,SPOT,21/08/2008,60.74,-146.09,282,34.38,-127.8,,PAC_NE
S971,Salmon shark,Lamna ditropis,,U,SPOT,17/07/2010,60.77,-146.06,966,52.73,-171.06,,PAC_NE
S972,Salmon shark,Lamna ditropis,,U,SPOT,17/07/2010,60.77,-146.06,381,58.23,-148.42,,PAC_NE
S973,Salmon shark,Lamna ditropis,,U,SPOT,18/08/2008,60.62,-146.4,931,33.87,-121.7,,PAC_NE
S974,Salmon shark,Lamna ditropis,,U,SPOT,19/07/2010,60.77,-146.06,75,52.26,-131.83,,PAC_NE
S975,Salmon shark,Lamna ditropis,,U,SPOT,19/07/2010,60.77,-146.05,27,47.79,-129.01,,PAC_NE
S976,Salmon shark,Lamna ditropis,,U,SPOT,19/07/2010,60.76,-146.06,904,58.8,-173.74,,PAC_NE
S977,Salmon shark,Lamna ditropis,,U,SPOT,20/07/2010,60.56,-146.53,1218,57.64,-154.42,,PAC_NE
S978,Salmon shark,Lamna ditropis,,U,SPOT,20/07/2010,60.47,-146.45,26,58.17,-138.24,,PAC_NE
S979,Tiger shark,Galeocerdo cuvier,355,F,SPOT,09/03/2015,-24.72,153.17,61,-24.72,153.13,,AUSTRL
S980,Tiger shark,Galeocerdo cuvier,330,F,SPOT,18/02/2015,-16.35,145.7,471,-16.23,145.73,,AUSTRL
S981,Tiger shark,Galeocerdo cuvier,317,F,SPOT,16/03/2015,-16.31,145.93,357,-15.93,146.34,,AUSTRL
S982,Tiger shark,Galeocerdo cuvier,301,F,SPOT,04/02/2015,-24.89,153.16,387,-24.19,152.34,,AUSTRL
S983,Tiger shark,Galeocerdo cuvier,230,M,SPOT,18/02/2015,-16.35,145.7,104,-10.26,148.25,,AUSTRL
S984,Tiger shark,Galeocerdo cuvier,300,F,SPOT,18/02/2015,-16.35,145.7,226,-16.42,145.82,,AUSTRL
S985,Tiger shark,Galeocerdo cuvier,210,F,SPOT,12/02/2015,-16.35,145.7,193,-16.4,145.76,,AUSTRL
S986,Tiger shark,Galeocerdo cuvier,360,F,SPOT,14/02/2015,-16.19,145.89,303,-16.35,145.88,,AUSTRL
S987,Tiger shark,Galeocerdo cuvier,320,F,SPOT,21/02/2002,-11.6,144.06,45,-10.48,142.42,,AUSTRL
S988,Tiger shark,Galeocerdo cuvier,350,F,SPOT,23/11/2004,-11.58,144.03,16,-13.98,143.88,,AUSTRL
S989,Tiger shark,Galeocerdo cuvier,330,F,SPOT,03/12/2006,-11.58,144.03,43,-13.52,140.97,,AUSTRL
S990,Tiger shark,Galeocerdo cuvier,295,F,SPOT,08/12/2006,-11.58,144.03,40,-11.54,144.21,,AUSTRL
S991,Tiger shark,Galeocerdo cuvier,288,M,SPOT,18/12/2005,-11.59,144.03,356,-11.59,144.01,,AUSTRL
S992,Tiger shark,Galeocerdo cuvier,350,F,SPOT,26/11/2006,-11.5,144.2,42,-11.61,144.01,,AUSTRL
S993,Tiger shark,Galeocerdo cuvier,296,F,SPOT,16/12/2007,-11.59,144.03,231,-11.24,143.46,,AUSTRL
S994,Tiger shark,Galeocerdo cuvier,300,F,SPOT,13/12/2007,-11.59,144.03,20,-11.57,144.03,,AUSTRL
S995,Tiger shark,Galeocerdo cuvier,292,M,SPOT,10/12/2007,-11.59,144.03,182,-11.52,144,,AUSTRL
S996,Tiger shark,Galeocerdo cuvier,368,F,SPOT,26/11/2007,-11.59,144.03,120,-10.73,142.09,,AUSTRL
S997,Tiger shark,Galeocerdo cuvier,308,F,SPOT,04/12/2013,-11.59,144.03,136,-11.65,144.06,,AUSTRL
S998,Tiger shark,Galeocerdo cuvier,280,F,SPOT,12/08/2015,-16.35,145.7,93,-16.43,145.78,,AUSTRL
S999,Tiger shark,Galeocerdo cuvier,260,F,SPOT,16/09/2015,-16.47,145.8,48,-16.4,145.88,,AUSTRL
S1000,Tiger shark,Galeocerdo cuvier,311,F,SPOT,25/03/2013,-11.59,144.03,383,-11.64,144.15,,AUSTRL
S1001,Tiger shark,Galeocerdo cuvier,331,F,SPOT,25/03/2013,-11.59,144.03,79,-11.6,143.85,,AUSTRL
S1002,Tiger shark,Galeocerdo cuvier,326,F,SPOT,17/11/2010,18.79,-110.91,186,18.72,-111.12,,PAC_NE
S1003,Tiger shark,Galeocerdo cuvier,341,F,SPOT,17/11/2010,18.79,-110.91,40,18.87,-110.98,,PAC_NE
S1004,Tiger shark,Galeocerdo cuvier,316,F,SPOT,14/11/2010,19.3,-110.8,87,19.32,-110.82,,PAC_NE
S1005,Tiger shark,Galeocerdo cuvier,387,F,SPOT,17/11/2010,18.79,-110.91,79,18.83,-111.06,,PAC_NE
S1006,Tiger shark,Galeocerdo cuvier,388,F,SPOT,15/11/2010,18.78,-111.05,139,18.76,-110.92,,PAC_NE
S1007,Tiger shark,Galeocerdo cuvier,362,F,SPOT,22/01/2011,5.56,-87.04,38,5.53,-87.04,,PAC_NE
S1008,Tiger shark,Galeocerdo cuvier,334,F,SPOT,20/01/2011,5.56,-87.05,316,1.23,-95.58,,PAC_NE
S1009,Tiger shark,Galeocerdo cuvier,408,F,SPOT,22/01/2011,5.56,-87.04,94,5.51,-87.09,,PAC_NE
S1010,Tiger shark,Galeocerdo cuvier,251,F,SPOT,30/01/2014,-0.48,-90.28,211,2.17,-80.92,,PAC_NE
S1011,Tiger shark,Galeocerdo cuvier,222,F,SPOT,30/01/2014,-0.48,-90.28,334,-0.5,-90.5,,PAC_NE
S1012,Tiger shark,Galeocerdo cuvier,274,F,SPOT,30/01/2014,-0.48,-90.28,117,-0.47,-90.34,,PAC_NE
S1013,Tiger shark,Galeocerdo cuvier,249,F,SPOT,30/01/2014,-0.48,-90.28,86,-0.48,-90.31,,PAC_NE
S1014,Tiger shark,Galeocerdo cuvier,210,F,SPOT,27/04/2012,-34.49,151.57,106,-26.29,153.81,,AUSTRL
S1015,Tiger shark,Galeocerdo cuvier,250,F,SPOT,08/04/2012,-34.82,151.1,296,-36.56,151.29,,AUSTRL
S1016,Tiger shark,Galeocerdo cuvier,150,F,PSAT,21/01/2012,-33.15,151.38,30,-35.35,152.91,,AUSTRL
S1017,Tiger shark,Galeocerdo cuvier,310,M,PSAT,17/04/2007,-33.57,152.37,14,-36.26,152.78,,AUSTRL
S1018,Tiger shark,Galeocerdo cuvier,165,F,PSAT,24/11/2007,-33.98,151.22,6,-34.47,151.36,,AUSTRL
S1019,Tiger shark,Galeocerdo cuvier,245,F,PSAT,27/03/2012,-34.75,151.19,27,-35.94,153.11,,AUSTRL
S1020,Tiger shark,Galeocerdo cuvier,320,F,PSAT,05/05/2007,-34.29,151.64,47,-20.59,161.15,,AUSTRL
S1021,Tiger shark,Galeocerdo cuvier,200,F,PSAT,18/11/2007,-35.05,151.07,54,-32.99,155.29,,AUSTRL
S1022,Tiger shark,Galeocerdo cuvier,310,F,PSAT,25/09/2010,-26.41,153.12,21,-27.9,154.25,,AUSTRL
S1023,Tiger shark,Galeocerdo cuvier,180,M,SPOT,16/08/2009,-26.11,153.56,37,-26.11,153.23,,AUSTRL
S1024,Tiger shark,Galeocerdo cuvier,290,F,SPOT,14/04/2011,-28.43,154.22,135,-24.57,153.25,,AUSTRL
S1025,Tiger shark,Galeocerdo cuvier,280,F,SPOT,28/12/2010,26.79,-79.05,296,26.38,-78.18,,ATL_N
S1026,Tiger shark,Galeocerdo cuvier,290,M,SPOT,28/12/2010,26.9,-79.06,9,27.17,-79.3,,ATL_N
S1027,Tiger shark,Galeocerdo cuvier,250,F,SPOT,17/03/2011,-25.75,113.76,84,-25.53,113.36,,AUSTRL
S1028,Tiger shark,Galeocerdo cuvier,270,F,SPOT,14/03/2011,-25.75,113.76,135,-25.76,113.54,,AUSTRL
S1029,Tiger shark,Galeocerdo cuvier,270,F,SPOT,27/02/2011,-25.76,113.75,229,-24.57,112.91,,AUSTRL
S1030,Tiger shark,Galeocerdo cuvier,250,F,SPOT,24/04/2011,-25.78,113.78,308,-25.16,113.91,,AUSTRL
S1031,Tiger shark,Galeocerdo cuvier,250,F,SPOT,11/02/2011,-25.75,113.74,101,-22.97,112.45,,AUSTRL
S1032,Tiger shark,Galeocerdo cuvier,300,F,SPOT,15/04/2011,-25.75,113.74,459,-21.58,114.27,,AUSTRL
S1033,Tiger shark,Galeocerdo cuvier,250,F,SPOT,14/03/2011,-25.74,113.76,195,-24.85,113.03,,AUSTRL
S1034,Tiger shark,Galeocerdo cuvier,260,F,SPOT,17/03/2011,-25.75,113.76,90,-25.7,112.59,,AUSTRL
S1035,Tiger shark,Galeocerdo cuvier,300,F,SPOT,17/03/2011,-25.78,113.77,53,-20.22,113.05,,AUSTRL
S1036,Tiger shark,Galeocerdo cuvier,160,F,SPOT,21/11/2011,32.16,-64.98,216,32.25,-64.85,,ATL_N
S1037,Tiger shark,Galeocerdo cuvier,240,M,SPOT,22/03/2011,25.71,-79.32,22,26.22,-79.83,,ATL_N
S1038,Tiger shark,Galeocerdo cuvier,150,M,SPOT,08/04/2011,25.72,-79.23,51,27.53,-79.42,,ATL_N
S1039,Tiger shark,Galeocerdo cuvier,150,F,SPOT,21/09/2011,25.41,-77.92,4,25.85,-77.4,,ATL_N
S1040,Tiger shark,Galeocerdo cuvier,250,M,SPOT,23/09/2011,25.77,-79.31,73,25.91,-79.19,,ATL_N
S1041,Tiger shark,Galeocerdo cuvier,230,M,SPOT,23/09/2011,25.77,-79.31,125,23.08,-78.62,,ATL_N
S1042,Tiger shark,Galeocerdo cuvier,280,F,SPOT,23/01/2012,25.7,-79.32,351,28.94,-77.82,,ATL_N
S1043,Tiger shark,Galeocerdo cuvier,240,F,SPOT,02/12/2014,-3.4,40.16,77,-11.47,42.48,,IND_SW
S1044,Tiger shark,Galeocerdo cuvier,240,F,SPOT,02/12/2014,-3.41,40.13,234,-6.75,39.94,,IND_SW
S1045,Tiger shark,Galeocerdo cuvier,240,M,SPOT,19/05/2013,24.11,-75.31,458,32.09,-64.99,,ATL_N
S1046,Tiger shark,Galeocerdo cuvier,370,M,SPOT,11/01/2015,-26.75,32.94,55,-26.84,32.91,,IND_SW
S1047,Tiger shark,Galeocerdo cuvier,310,M,SPOT,12/01/2015,-26.75,32.94,35,-26.95,32.89,,IND_SW
